answer,keywords
marie curie,Nobel Prize woman Irene scientist Sorbonne physics chemistry die radium Paris Sadly daughter President Warsaw Poland Born France husband Sklodowska notable mother winner Pauling Manya Insitut Albert Einstein Pantheon Helene radiation famous Pierre madame leukemia Polish years Hoover X-ray Frederic
marilyn monroe,Susan blonde Prince Showgirl Miller actress Norma Jean symbol movie prefer Marilyn star Arthur Baker hollywood film calendar DiMaggio Sang Penthouse Warhol Gentlemen play Diamonds Friend Shelley Albert Einstein Laurence Olivier Indians Merlot Gloria Steinem Andy Diptych Harper Collins woman
mario puzo,author Sicilian Godfather offer refuse book world make century line Mark bring famous Fools Vegas Francis Coppola Taking Winegardner Returns Arena July Short-tempered Sonny Corleone Walter Mosca fiction sellers delve overhear ma'am pen back organize crime give mafia story underworld
mario puzo,Sicilian author book Godfather Fortunate Pilgrim Marlon Brando Omerta Corleone write superman offer death Kitchen Fools Michael Dark Arena York Born Hell Naples Family refuse call Scripts re-released immigrant continue saga fiction reader novelist title complete code silence role Jor-El
marion barry,Washington mayor April June city council Nov. Ward Footage america seat school High century serving announce sabbatical make confidence voter re-elected election lost month release black seek fourth term headline catch tape fail prison drug plot charge Citing film movie
mark,Matthew Luke Jesus John Rothko gospel lincoln bible Baptist Mary Ellen Cleopatra Brunell Messier Satan Christ Snake Handlers Sect Begich Spitz religion speak line chapter devil biblical verb book short germany equal pfennig mention birth focus public ministry world wilderness
mark antony,Caesar Cleopatra Roman Julius Actium Octavian Friends shakespeare countryman ancient Battle give make times defeat great bury vestal Richard Forum married play triumvirate member begin talking game history library Empire Gaul Burton Cicero Leave Pharos speech praise virgin fleet hubby
mark mcgwire,home Oakland run Cardinal baseball season record Olympic Brady Anderson Babe Ruth Lampley slugger September Roger Maris player sport career Busch Stadium national aaron League at-bat mcpeople final history straight team number total average major ball fewer July Philip Ozersky
mark spitz,gold olympics medal Munich record sport Individual silver bronze swimming American include game amateur induct hall Feb. trivia group Danny Show Masterson Michael Phelps King swim event relay butterfly clock Illustrated itz times athlete freestyle final hero break century newsmaker
mark twain,author american Hannibal Abroad write Missouri Sawyer death century City Humorist Mississippi Tramp forest report literature Innocents book home Virginia Enterprise Finn Roughing Wilson Pudd'nhead Clemens Territorial exaggeration York national pilot Nev award Life Journal Samuel steamboat Kennedy famous Elmira
marlene dietrich,Marlene German Love Angel Falling scarlet Blue Oscar-nominated Torill Broadway actress Blonde Venus Baroness Semering Gigolo David Bowie Actor Maximilian Schell Norwegian Shanghai Catherine Great Blazing Saddles Kahn Lili Vonshtupp Sian Phillips film woman symbol Lola oscar direct musical showing
marlon brando,Jacks actor star Johnny Godfather Wild One-Eyed famous line Remember emmy tango celebrity book role film Juan Kanfer make director winning biography play offer refuse times Mama Stella Anna Kashfi Sayonara Referring Contender Acting Waterfront Depp Ritter Sacheen Terry Malloy
marmalade,Portuguese make Seville orange preserve quince Originally food bitter word rind bit Scotland Lucy Bread Small Calamondin Part British Marmaduke sweet type making fruit dundee beatles substance houseplant peel cheesesteak breakfast include borrow fact straight comic-strip jam slice similar jelly
marquette,Joliet Louis Mississippi Milwaukee December Jesuit Ignace university French explorer missionary college River Catholic priest Wisconsin survive century partner July things journal guy found June Chicago Capitol famous pair drawing visit Encourages Irene Frederic Christopher London Europeans brace region downtown
marquis de lafayette,American Frenchman liberty Paris Hill hero flag bell France Revolutionary commander historic Sept. British Flanders June September flies Florida Fayetteville Washington Motier Pictus Cemetery National Guard Antoinette Versailles Yorktown Grant Barren Called Worlds Declared Jacobins Bunker Monument major James division
married... with children,Bundy sitcom Kelly Love Marriage show theme chicago family song Marcy favorite Sinatra King Michigan Juggs Steve Rhoades Terry Rakolta Psycho Dad Polk High School Reunion blonde series housewife Long-running neighbor incorrect protest mrs network sister sit easy chair season
marrow,bones tissue Soft fill substance cavity cell body inside transplant found blood spongy part medicine produce people Change Germans Donnall Thomas Nobel Prize human consist connective operate room remove sternum ilium inject vein mycloid yellow essential health treatment leukemia letter
mars,planet moon Roman Phobos astronomy NASA Earth system solar science space Lowell Deimos American Jupiter Percival Hall Asaph Mariner discover Viking greek orbit mile lander John study canal Areology found Olympus Mons cap hours USSR Kepler Oxidized rover craft year
marshall,West Virginia Chief Justice middle college university Herbert Huntington McLuhan supreme Court century director home President WWII Ambler Producer state general plan colors Truman Indiana Jones Canadian Media Point Faulk Mary Madison Constitution Byrd Biotechnology Science Penny Thundering Herd Liberty
marshmallows,Krispies Rice Treats Kraft fluffy confection Corn white hold campfire make Jet-Puffed sweet cup miniature syrup Nestle Fourth July Halloween Today Chubby Bunny food gelatin toast cocoa inside challenge breakfast cereal regular sugar basic ingredient customary soft stick cooking butter
marsupials,mammal order Latin Australia animal group member pouch World belong wombat wallaby young kangaroo bandicoot possum Females Dominant Mesozoic Koalas Tiger Cats Tasmanian Devils twin birth passage today include enagerie born extremely underdevelop native poorly classified large lost placental hang
martha graham,modern dance Appalachian Spring choreographer company die Ford Lady Betty Xochitl Aztec Miles Standish Agnes Life Contraction Release martha ballet Born great female Aaron career span doyenne works direct century people star famous relative descendant write book method associate artistic
martha stewart,Living magazine woman maven Born Kostyra Martha cooking good thing style famous life Everyday decorate Weddings Time home Omnimedia celebrity Domestic forbes model tip work caterer columnist starting Oct. Conn jersey focus Wall Street Westport girl precede month prison Prodded
martha washington,lady Custis Daniel Parke woman Virginia Dandridge husband Martha wealthy House John american Widow famous president wife Randolph Philadelphia York Mary Robert Mount Broadway Dorothea Patrick Henry Patty Duke Bostwick Vernon Colonel Antoinette Valley Forge Shortly Col. future married burn
martha's vineyard,island Massachusetts Cape Vineyard Built Gosnold Mass Bartholomew Chappaquiddick Edgartown mile possessive House larger american Flying Vincent Board Europeans Martin Katama Carousel Homes Geographic Sound Head Aquinnah Booming Stewart separate daughter travel resort coast explorer century apostrophe place narrow strip
martin luther,Wittenberg German church Worms Reformation century Diet Mighty Fortress history Protestant write Catholic October God Pope door hymn religious leader Bible Castle nail John charles Wartburg thesis stand theologian VIII Osborne University european recant April begin Peasants Lucas Cranach Testament
martin luther king,Monday January capricorn college Baptist Atlanta Jan. civil leader Arizona August honor birthday promise land mountaintop Morehouse Chicago Boston University Senator Obama Lincoln Hellhound Trail Stalking International Hunt Assassin David Oyelowo Selma Michael Martin Auburn Avenue Ebenezer Church king recent
"martin luther king, jr.",civil Nobel Prize American Peace dream leader King Santa Ave Washington April Luther Injustice Ralph Bunche Barbara Memphis January Aug. black Michael Lincoln Love Jan. Memorial Morehouse die Monday College famous Birmingham history clergyman speech quote gandhi minister time jail
martin scorsese,director Taxi Driver Siskel Ebert American Alice Anymore movie Streets Boardwalk Empire Casino Innocence Goodfellas Bull emmy release maker agree working today martin commercial chair film registry people December Book Woodstock Departed Premiere Cape Fear Temptation Christ Michael Jackson Boxcar
